suburb,type,price,Method,Date,Distance,Postcode,bedrooms,bathrooms,car,Landsize
South Yarra,t,3475000,S,20/05/2017,3.3,3141,3,3,1,296
South Yarra,u,851000,S,20/05/2017,3.3,3141,2,1,1,284
South Yarra,u,792500,S,22/04/2017,3.3,3141,2,1,1,0
St Kilda,u,346000,SP,6/05/2017,6.1,3182,1,1,1,678
St Kilda,u,520000,S,8/04/2017,6.1,3182,1,1,1,2422
St Kilda,u,320000,VB,8/04/2017,6.1,3182,1,1,1,1036
St Kilda,u,610500,SP,8/04/2017,6.1,3182,2,2,1,2920
St Kilda,u,350000,VB,8/04/2017,6.1,3182,1,1,1,1236
St Kilda,t,1077000,S,13/05/2017,6.1,3182,2,1,1,455
St Kilda,h,1301000,S,13/05/2017,6.1,3182,2,1,1,165
St Kilda,u,902000,S,29/04/2017,6.1,3182,2,1,1,18
St Kilda,u,1190000,S,29/04/2017,6.1,3182,3,1,1,460
St Kilda,u,482000,S,29/04/2017,6.1,3182,2,1,1,0
St Kilda,h,2260000,S,29/04/2017,6.1,3182,4,2,1,297
Strathmore,h,810000,PI,6/05/2017,9.7,3041,4,1,1,543
Strathmore,t,925000,S,8/04/2017,9.7,3041,3,3,1,555
Sunshine,h,950000,S,6/05/2017,12.6,3020,3,1,1,725
Sunshine,h,651500,S,8/04/2017,12.6,3020,3,1,1,555
Sunshine,h,840000,PI,29/04/2017,12.6,3020,3,1,1,462
Sunshine,h,692000,S,29/04/2017,12.6,3020,3,1,1,485
Sunshine North,h,490000,PI,29/04/2017,13.3,3020,3,1,1,546
Sunshine West,h,716000,S,6/05/2017,13.5,3020,3,1,1,534
Sunshine West,h,530000,S,8/04/2017,13.5,3020,3,1,1,573
Sunshine West,h,571000,S,29/04/2017,13.5,3020,3,1,1,757
Surrey Hills,h,1250000,SP,20/05/2017,11.2,3127,2,2,1,323
Templestowe Lower,h,1503500,S,6/05/2017,13.8,3107,3,1,1,907
Thornbury,h,1080000,S,8/04/2017,6.5,3071,3,1,1,408
Thornbury,u,716000,S,8/04/2017,6.5,3071,2,1,1,0
Thornbury,u,462000,S,13/05/2017,6.5,3071,2,1,1,0
Thornbury,h,1100000,PI,13/05/2017,6.5,3071,3,2,1,359
Thornbury,t,998000,SP,13/05/2017,6.5,3071,3,2,1,0
Thornbury,u,600000,S,20/05/2017,6.5,3071,2,1,1,0
Thornbury,h,1130000,S,20/05/2017,6.5,3071,3,1,1,381
Thornbury,h,1200000,S,20/05/2017,6.5,3071,3,1,1,447
Thornbury,h,915000,S,22/04/2017,6.5,3071,2,1,1,502
Thornbury,u,300000,SP,22/04/2017,6.5,3071,1,1,1,948
Viewbank,h,810000,VB,6/05/2017,13.8,3084,3,1,1,667
West Footscray,h,470000,SP,6/05/2017,8.2,3012,2,1,1,0
West Footscray,h,502000,S,6/05/2017,8.2,3012,2,1,1,2701
West Footscray,u,375000,S,8/04/2017,8.2,3012,1,1,1,60
West Footscray,h,650000,VB,8/04/2017,8.2,3012,2,1,1,452
West Footscray,u,266000,S,20/05/2017,8.2,3012,2,1,1,1059
West Footscray,h,1040000,S,20/05/2017,8.2,3012,3,1,1,330
West Footscray,u,490000,S,22/04/2017,8.2,3012,2,1,1,117
West Footscray,u,185000,PI,29/04/2017,8.2,3012,1,1,1,0
Williamstown,u,543000,S,8/04/2017,8,3016,2,1,1,0
Williamstown,u,465000,S,13/05/2017,8,3016,2,1,1,0
Williamstown,h,855000,S,20/05/2017,8,3016,2,1,1,160
Williamstown,u,490000,S,22/04/2017,8,3016,2,1,1,0
Yarraville,h,470000,S,8/04/2017,7,3013,2,1,1,79
Yarraville,h,1131500,SP,8/04/2017,7,3013,3,1,1,248
Yarraville,u,397000,S,13/05/2017,7,3013,2,1,1,0
Yarraville,h,750000,PI,20/05/2017,7,3013,3,2,1,390
Yarraville,u,497600,SP,20/05/2017,7,3013,2,1,1,0
Yarraville,h,1455000,S,29/04/2017,7,3013,4,1,1,328
Yarraville,u,331000,S,29/04/2017,7,3013,1,1,1,0
Abbotsford,u,870000,S,20/05/2017,2.5,3067,2,2,1,0
Abbotsford,h,1242000,S,29/04/2017,2.5,3067,2,1,1,249
Airport West,h,872500,S,8/04/2017,13.5,3042,3,1,1,594
Airport West,h,985000,S,29/04/2017,13.5,3042,3,1,1,841
Airport West,h,510000,VB,29/04/2017,13.5,3042,3,1,1,488
Airport West,u,480000,VB,29/04/2017,13.5,3042,2,1,1,128
Albion,u,420000,S,13/05/2017,13.9,3020,2,1,1,192
Albion,u,200000,VB,20/05/2017,13.9,3020,1,1,1,1175
Albion,u,600000,SA,20/05/2017,13.9,3020,3,1,1,181
Ashburton,h,1450000,S,8/04/2017,11,3147,2,1,1,627
Balwyn,h,1380000,S,8/04/2017,9.7,3103,3,2,1,548
Balwyn,h,1670000,PI,22/04/2017,9.7,3103,3,1,1,534
Balwyn,t,1680000,S,22/04/2017,9.7,3103,3,3,1,329
Carlton,t,960000,VB,20/05/2017,1.8,3053,2,2,1,0
Carlton,u,995000,S,22/04/2017,1.8,3053,2,2,1,0
Carlton,u,490000,S,29/04/2017,1.8,3053,1,1,1,0
Carlton,u,500000,VB,29/04/2017,1.8,3053,2,1,1,4076
East Melbourne,u,503000,S,8/04/2017,1.5,3002,1,1,1,0
East Melbourne,u,810000,S,13/05/2017,1.5,3002,2,1,1,944
Elsternwick,u,385000,S,8/04/2017,8.5,3185,1,1,1,1851
Elsternwick,u,740000,SP,8/04/2017,8.5,3185,2,1,1,0
Elsternwick,u,595000,S,29/04/2017,8.5,3185,2,1,1,0
Elsternwick,u,632500,S,29/04/2017,8.5,3185,2,1,1,0
Elwood,u,687000,SP,8/04/2017,7.7,3184,2,1,1,1912
Elwood,u,695000,S,8/04/2017,7.7,3184,2,1,1,845
Elwood,u,950000,S,13/05/2017,7.7,3184,3,1,1,0
Elwood,h,1520000,S,20/05/2017,7.7,3184,3,2,1,362
Elwood,h,2275000,S,20/05/2017,7.7,3184,5,2,1,399
Elwood,u,500000,SA,20/05/2017,7.7,3184,2,1,1,0
Elwood,u,490000,VB,29/04/2017,7.7,3184,1,1,1,0
Essendon North,t,810000,S,20/05/2017,9.4,3041,2,2,1,175
Essendon North,u,415500,S,22/04/2017,9.4,3041,2,1,1,82
Fitzroy,t,1100000,VB,8/04/2017,1.6,3065,2,2,1,81
Fitzroy,u,600000,VB,8/04/2017,1.6,3065,2,1,1,2122
Fitzroy,h,2725000,S,13/05/2017,1.6,3065,3,2,1,0
Fitzroy,t,1050000,S,20/05/2017,1.6,3065,2,1,1,87
Fitzroy,u,681500,SP,29/04/2017,1.6,3065,2,1,1,0
Gowanbrae,h,680000,S,8/04/2017,13.6,3043,3,2,1,277
Kensington,u,355000,SP,8/04/2017,4.2,3031,1,1,1,2581
Kensington,t,425000,SA,8/04/2017,4.2,3031,1,1,1,0
Kensington,u,535000,SP,8/04/2017,4.2,3031,2,2,1,2592
Kensington,u,500000,S,8/04/2017,4.2,3031,2,1,1,0
Kensington,u,525000,VB,13/05/2017,4.2,3031,2,1,1,0
Kensington,t,917500,S,20/05/2017,4.2,3031,3,1,1,98
Kensington,u,730000,SP,20/05/2017,4.2,3031,2,2,1,2135
Kensington,h,1190000,S,20/05/2017,4.2,3031,3,2,1,180
Kensington,h,902500,S,22/04/2017,4.2,3031,3,1,1,0
Kensington,h,1817000,SP,22/04/2017,4.2,3031,4,2,1,309
Kensington,u,528000,S,22/04/2017,4.2,3031,2,1,1,0
Kensington,u,380000,VB,29/04/2017,4.2,3031,1,1,1,2592
Kensington,h,1817000,SP,29/04/2017,4.2,3031,4,2,1,309
Middle Park,h,1335000,S,8/04/2017,4.1,3206,2,1,1,107
Middle Park,h,2250000,VB,29/04/2017,4.1,3206,3,2,1,148
Moorabbin,h,1035000,S,8/04/2017,14.6,3189,2,1,1,593
Moorabbin,t,742500,S,13/05/2017,14.6,3189,2,1,1,179
North Melbourne,h,2161000,S,13/05/2017,2.3,3051,3,2,1,230
North Melbourne,h,1485000,S,20/05/2017,2.3,3051,3,1,1,198
North Melbourne,t,755000,PI,29/04/2017,2.3,3051,2,1,1,1537
Oakleigh South,h,770000,S,8/04/2017,14.7,3167,3,1,1,590
South Kingsville,u,321000,SP,13/05/2017,9.1,3015,2,1,1,0
South Kingsville,u,300000,PI,22/04/2017,9.1,3015,2,1,1,0
Southbank,u,505000,S,8/04/2017,1.2,3006,2,1,1,0
Southbank,u,595000,S,8/04/2017,1.2,3006,2,1,1,0
Southbank,u,580000,VB,8/04/2017,1.2,3006,2,1,1,0
Southbank,u,580000,SA,13/05/2017,1.2,3006,2,1,1,0
Spotswood,u,380000,S,8/04/2017,7.7,3015,1,1,1,89
Spotswood,u,660000,S,22/04/2017,7.7,3015,3,1,1,221
Toorak,u,867000,S,8/04/2017,4.6,3142,2,1,1,1087
Toorak,u,552000,S,8/04/2017,4.6,3142,1,1,1,0
Toorak,u,655000,S,8/04/2017,4.6,3142,2,1,1,1816
Toorak,u,840000,S,8/04/2017,4.6,3142,3,1,1,1678
Toorak,h,2400000,PI,20/05/2017,4.6,3142,3,2,1,224
Toorak,u,750000,PI,20/05/2017,4.6,3142,2,1,1,0
Toorak,u,247500,SA,22/04/2017,4.6,3142,1,1,1,0
Toorak,t,1320000,S,29/04/2017,4.6,3142,3,2,1,3
Toorak,u,760000,S,29/04/2017,4.6,3142,2,1,1,0
Williamstown North,u,546000,S,8/04/2017,8.9,3016,2,1,1,2023
Williamstown North,h,1575000,S,13/05/2017,8.9,3016,3,1,1,860
Windsor,u,585000,S,8/04/2017,5.1,3181,2,1,1,0
Windsor,u,690000,S,13/05/2017,5.1,3181,2,1,1,0
Windsor,u,854000,SP,22/04/2017,5.1,3181,2,1,1,774
Windsor,h,900000,VB,29/04/2017,5.1,3181,1,1,1,160
Yallambie,h,721500,S,20/05/2017,15,3085,3,1,1,594
Balaclava,u,450000,SP,13/05/2017,6.6,3183,2,1,1,0
Essendon West,h,1406000,S,13/05/2017,9.8,3040,3,1,1,34
Kingsbury,u,488000,S,13/05/2017,12.4,3083,3,1,1,260
West Melbourne,h,1750000,S,13/05/2017,1.9,3003,3,1,1,160
West Melbourne,t,1013000,S,20/05/2017,1.9,3003,2,2,1,0
West Melbourne,t,1171000,S,20/05/2017,1.9,3003,3,2,1,650
West Melbourne,u,295000,SP,29/04/2017,1.9,3003,1,1,1,0
Travancore,u,360000,SP,20/05/2017,5.3,3032,2,1,1,0
Avondale Heights,u,622000,S,1/07/2017,9.5,3034,3,1,1,204
Bayswater,t,640000,S,1/07/2017,23.2,3153,3,2,1,187
Bentleigh,h,1365000,S,1/07/2017,11.4,3204,3,1,1,776
Bentleigh,h,1045000,SP,1/07/2017,11.4,3204,3,1,1,401
Brighton,u,380000,VB,1/07/2017,10.5,3186,1,1,1,1993
Brunswick,u,692000,S,1/07/2017,5.2,3056,2,1,1,0
Brunswick West,h,1100000,S,1/07/2017,5.2,3055,3,1,1,322
Brunswick West,h,573000,S,1/07/2017,5.2,3055,2,1,1,0
Bundoora,h,682000,S,1/07/2017,12.1,3083,3,1,1,583
Burwood East,h,1088000,PI,1/07/2017,14.7,3151,4,1,1,536
Burwood East,h,1180000,S,1/07/2017,14.7,3151,3,1,1,563
Camberwell,u,677000,S,1/07/2017,7.7,3124,2,1,1,131
Camberwell,u,670000,VB,1/07/2017,7.7,3124,2,1,1,0
Canterbury,u,816000,S,1/07/2017,8.4,3126,2,2,1,8140
Carlton,u,350000,VB,1/07/2017,1.6,3053,1,1,1,0
Carlton,u,620000,S,1/07/2017,1.6,3053,2,2,1,0
Caulfield South,u,1091500,S,1/07/2017,8.7,3162,2,2,1,225
Cheltenham,u,425000,S,1/07/2017,17.9,3192,2,1,1,0
Coburg,h,900000,VB,1/07/2017,6.7,3058,2,1,1,350
Cranbourne,h,572000,S,1/07/2017,34.7,3977,5,2,1,581
Croydon,h,570000,SP,1/07/2017,23,3136,2,1,1,312
Dandenong North,h,627000,S,1/07/2017,24.7,3175,3,1,1,610
Dingley Village,u,612000,S,1/07/2017,22.2,3172,2,1,1,197
Essendon,u,310000,S,1/07/2017,7.5,3040,1,1,1,0
Essendon,u,291000,S,1/07/2017,7.5,3040,1,1,1,0
Essendon West,h,750000,VB,1/07/2017,7.5,3040,3,1,1,236
Fitzroy North,h,1350000,VB,1/07/2017,3.6,3068,2,1,1,184
Fitzroy North,h,1852000,S,1/07/2017,3.6,3068,3,2,1,138
Frankston,h,640000,S,1/07/2017,38,3199,3,2,1,368
Frankston North,h,611000,S,1/07/2017,36.9,3200,3,2,1,691
Glen Iris,u,500000,PI,1/07/2017,7.3,3146,2,1,1,0
Glen Iris,u,523000,S,1/07/2017,7.3,3146,2,1,1,0
Glenroy,t,525000,S,1/07/2017,11.2,3046,3,1,1,194
Greensborough,u,695000,S,1/07/2017,16.1,3088,2,2,1,208
Hawthorn,u,395000,S,1/07/2017,5.3,3122,1,1,1,910
Hawthorn,u,1000000,S,1/07/2017,5.3,3122,3,1,1,1079
Hawthorn,u,450000,S,1/07/2017,5.3,3122,2,1,1,2338
Hawthorn,u,450000,PI,1/07/2017,5.3,3122,2,1,1,1540
Heidelberg Heights,h,790000,S,1/07/2017,8.8,3081,3,2,1,458
Heidelberg Heights,h,780000,VB,1/07/2017,8.8,3081,2,1,1,588
Heidelberg West,h,710000,S,1/07/2017,8.8,3081,3,1,1,577
Highett,u,645000,S,1/07/2017,16,3190,2,1,1,105
Jacana,h,650000,PI,1/07/2017,14,3047,4,1,1,692
Jacana,t,390000,S,1/07/2017,14,3047,2,1,1,165
Keilor Lodge,h,640000,PI,1/07/2017,15.5,3038,4,2,1,729
Kensington,u,535000,SP,1/07/2017,3.4,3031,2,1,1,0
Kew East,u,862000,S,1/07/2017,7.3,3102,2,1,1,1011
Kings Park,h,530000,SP,1/07/2017,14,3021,3,1,1,532
Kingsville,u,210000,PI,1/07/2017,6.4,3012,1,1,1,0
Lalor,u,410000,S,1/07/2017,16.3,3075,2,1,1,143
Maidstone,u,280000,VB,1/07/2017,6.4,3012,1,1,1,3826
Maidstone,t,520000,S,1/07/2017,6.4,3012,2,1,1,126
Maribyrnong,h,1050000,PI,1/07/2017,4.3,3032,3,2,1,563
Melton,h,320000,SP,1/07/2017,31.7,3337,4,2,1,547
Mill Park,u,460000,S,1/07/2017,17.9,3082,2,1,1,241
Mill Park,h,610000,S,1/07/2017,17.9,3082,3,1,1,560
Mitcham,t,970000,VB,1/07/2017,17.2,3132,3,2,1,263
Montmorency,h,960000,PI,1/07/2017,16.2,3094,3,1,1,1285
Moonee Ponds,h,1020000,S,1/07/2017,6.2,3039,2,1,1,269
Moonee Ponds,h,1250000,S,1/07/2017,6.2,3039,2,1,1,450
Mount Waverley,h,944000,S,1/07/2017,14.2,3149,3,1,1,446
Northcote,h,1415000,S,1/07/2017,5.3,3070,3,1,1,366
Northcote,u,390000,S,1/07/2017,5.3,3070,2,1,1,0
Oak Park,t,610000,S,1/07/2017,11.2,3046,2,1,1,182
Ormond,u,454000,S,1/07/2017,11.4,3204,1,1,1,1006
Ormond,u,562000,S,1/07/2017,11.4,3204,2,1,1,0
Prahran,u,1240000,S,1/07/2017,4.6,3181,2,1,1,0
Reservoir,h,560000,S,1/07/2017,12,3073,2,1,1,198
Reservoir,t,668500,S,1/07/2017,12,3073,2,2,1,138
Richmond,h,1165000,S,1/07/2017,2.4,3121,2,1,1,149
Richmond,h,1442000,S,1/07/2017,2.4,3121,2,2,1,163
Sandringham,u,643500,S,1/07/2017,15.2,3191,2,1,1,0
Seddon,h,750000,S,1/07/2017,5.1,3011,2,1,1,104
Seddon,h,850000,VB,1/07/2017,5.1,3011,2,1,1,152
South Morang,u,386000,S,1/07/2017,20.5,3752,3,1,1,216
South Yarra,u,1235000,S,1/07/2017,2.7,3141,3,2,1,0
St Kilda,u,350000,VB,1/07/2017,5,3182,1,1,1,0
St Kilda,u,525000,S,1/07/2017,5,3182,2,1,1,0
St Kilda,u,365000,VB,1/07/2017,5,3182,2,1,1,881
St Kilda,u,460000,SP,1/07/2017,5,3182,2,1,1,0
Strathmore,h,646000,S,1/07/2017,8.2,3041,2,1,1,184
Sunbury,h,650000,S,1/07/2017,31.7,3429,3,3,1,852
Sunshine,t,525000,S,1/07/2017,10.5,3020,3,2,1,177
Surrey Hills,h,1385000,S,1/07/2017,10.2,3127,3,2,1,385
Tarneit,h,451500,S,1/07/2017,18.4,3029,3,1,1,346
Truganina,t,385000,SP,1/07/2017,18.4,3029,2,1,1,206
Tullamarine,h,500000,SP,1/07/2017,12.9,3043,3,1,1,268
West Footscray,h,876000,S,1/07/2017,6.4,3012,2,1,1,369
Westmeadows,h,578000,S,1/07/2017,16.5,3049,3,2,1,308
Wollert,u,390000,S,1/07/2017,25.5,3750,2,1,1,197
Aberfeldie,u,507000,S,3/06/2017,7.5,3040,2,1,1,0
Airport West,h,1250000,S,3/06/2017,10.4,3042,3,1,1,773
Airport West,u,850000,S,3/06/2017,10.4,3042,3,2,1,307
Albert Park,h,2905000,S,3/06/2017,3,3206,2,1,1,254
Albert Park,h,1380000,S,3/06/2017,3,3206,2,1,1,164
Albert Park,h,2500000,VB,3/06/2017,3,3206,3,2,1,165
Altona,u,540000,SP,3/06/2017,11,3018,2,1,1,132
Altona Meadows,u,415000,S,3/06/2017,15.5,3028,2,1,1,
Altona North,h,585000,S,3/06/2017,9.4,3025,3,1,1,402
Armadale,u,700500,S,3/06/2017,6.3,3143,2,1,1,0
Ascot Vale,h,1500000,PI,3/06/2017,4.3,3032,3,3,1,382
Avondale Heights,h,1000000,SP,3/06/2017,9.5,3034,3,1,1,723
Avondale Heights,h,945000,S,3/06/2017,9.5,3034,5,2,1,570
Balaclava,u,290000,S,3/06/2017,6.4,3183,1,1,1,880
Bayswater,h,700000,S,3/06/2017,23.2,3153,3,2,1,509
Blackburn North,t,990000,SP,3/06/2017,13.4,3130,4,2,1,296
Briar Hill,u,637000,S,3/06/2017,16.1,3088,2,1,1,318
Brighton,u,1336000,S,3/06/2017,10.5,3186,3,2,1,249
Brighton,h,1935000,S,3/06/2017,10.5,3186,3,2,1,385
Brighton,h,2250000,S,3/06/2017,10.5,3186,4,2,1,512
Brighton,u,897000,S,3/06/2017,10.5,3186,3,1,1,164
Brunswick,h,1590000,SP,3/06/2017,5.2,3056,3,2,1,322
Brunswick,h,1315000,S,3/06/2017,5.2,3056,2,1,1,234
Brunswick,h,730000,S,3/06/2017,5.2,3056,2,1,1,134
Brunswick,h,700000,PI,3/06/2017,5.2,3056,2,1,1,61
Brunswick,u,300000,S,3/06/2017,5.2,3056,1,1,1,
Brunswick,h,920000,S,3/06/2017,5.2,3056,2,1,1,240
Brunswick,t,765000,SP,3/06/2017,5.2,3056,2,2,1,77
Brunswick East,u,570000,S,3/06/2017,4,3057,2,1,1,0
Brunswick West,h,1200000,SP,3/06/2017,5.2,3055,3,1,1,473
Bulleen,h,1160000,S,3/06/2017,10.8,3105,3,1,1,603
Bundoora,h,780000,S,3/06/2017,12.1,3083,3,1,1,546
Burwood,u,700000,S,3/06/2017,10.4,3125,2,1,1,251
Canterbury,u,850000,PI,3/06/2017,8.4,3126,2,1,1,116
Carrum,u,529000,S,3/06/2017,31.2,3197,2,1,1,199
Caulfield,u,650000,VB,3/06/2017,8.7,3162,2,2,1,0
Caulfield North,u,350000,PI,3/06/2017,7.8,3161,1,1,1,0
Caulfield North,u,665000,S,3/06/2017,7.8,3161,2,1,1,0
Chadstone,h,1080000,PI,3/06/2017,11.7,3148,3,1,1,588
Chadstone,h,674000,S,3/06/2017,11.7,3148,2,1,1,218
Chelsea,u,525000,PI,3/06/2017,27,3196,2,1,1,506
Clifton Hill,h,700000,PI,3/06/2017,3.6,3068,2,2,1,533
Coburg,h,880000,S,3/06/2017,6.7,3058,3,2,1,229
Coburg,t,690000,SP,3/06/2017,6.7,3058,3,1,1,64
Coburg,h,1157000,SP,3/06/2017,6.7,3058,3,1,1,480
Coburg,h,867000,S,3/06/2017,6.7,3058,2,1,1,208
Coburg North,h,700000,PI,3/06/2017,6.7,3058,2,1,1,303
Croydon,h,877500,S,3/06/2017,23,3136,3,2,1,979
Dandenong North,h,595000,S,3/06/2017,24.7,3175,3,1,1,530
Dandenong North,u,305000,SP,3/06/2017,24.7,3175,2,1,1,141
Doveton,h,545000,SP,3/06/2017,28.8,3177,3,1,1,700
Eaglemont,u,750000,PI,3/06/2017,8.9,3084,2,1,1,112
Elsternwick,h,716000,S,3/06/2017,7.2,3185,2,1,1,0
Elsternwick,u,975000,SP,3/06/2017,7.2,3185,2,1,1,1764
Eltham,h,842000,S,3/06/2017,18,3095,3,1,1,960
Elwood,u,480000,S,3/06/2017,7.2,3184,2,1,1,1210
Elwood,u,696750,S,3/06/2017,7.2,3184,2,1,1,0
Elwood,u,420000,VB,3/06/2017,7.2,3184,1,1,1,1192
Elwood,u,695500,SP,3/06/2017,7.2,3184,2,1,1,887
Essendon,u,762000,S,3/06/2017,7.5,3040,2,1,1,195
Essendon,h,1360000,S,3/06/2017,7.5,3040,4,2,1,267
Essendon,h,900000,PI,3/06/2017,7.5,3040,3,1,1,324
Essendon,h,1320000,S,3/06/2017,7.5,3040,3,2,1,276
Essendon,u,786000,S,3/06/2017,7.5,3040,3,2,1,138
Essendon,h,1520000,S,3/06/2017,7.5,3040,3,2,1,321
Fawkner,h,821000,S,3/06/2017,13.1,3060,4,1,1,687
Footscray,u,270000,PI,3/06/2017,5.1,3011,2,1,1,0
Forest Hill,u,764000,S,3/06/2017,15.4,3131,3,2,1,258
Glen Waverley,u,1100000,S,3/06/2017,16.7,3150,2,1,1,258
Greensborough,h,817000,S,3/06/2017,16.1,3088,3,2,1,610
Greenvale,h,680000,S,3/06/2017,20.4,3059,3,2,1,650
Hawthorn,u,690000,S,3/06/2017,5.3,3122,3,1,1,1396
Hawthorn,u,1022000,S,3/06/2017,5.3,3122,2,1,1,2267
Hawthorn,u,560000,S,3/06/2017,5.3,3122,1,1,1,0
Hawthorn,u,805000,S,3/06/2017,5.3,3122,2,1,1,0
Hawthorn East,h,1875000,S,3/06/2017,6.2,3123,3,2,1,282
Heidelberg Heights,h,885000,VB,3/06/2017,8.8,3081,3,1,1,592
Highett,h,1190000,SA,3/06/2017,16,3190,3,1,1,635
Hillside,h,485000,SP,3/06/2017,18,3037,3,2,1,453
Hoppers Crossing,h,555500,S,3/06/2017,18.4,3029,3,2,1,557
Ivanhoe,u,910000,S,3/06/2017,7.8,3079,3,2,1,0
Ivanhoe East,h,2525000,VB,3/06/2017,7.8,3079,3,2,1,805
Ivanhoe East,u,535000,S,3/06/2017,7.8,3079,2,1,1,0
Kensington,t,855000,S,3/06/2017,3.4,3031,3,2,1,68
Kew,u,630000,S,3/06/2017,5.4,3101,2,1,1,1037
Kew,t,942000,S,3/06/2017,5.4,3101,2,1,1,0
Kew,u,515000,S,3/06/2017,5.4,3101,1,1,1,0
Kew,u,672000,S,3/06/2017,5.4,3101,2,1,1,710
Keysborough,h,745000,S,3/06/2017,25.2,3173,4,2,1,624
Kingsville,h,1180000,VB,3/06/2017,6.4,3012,3,1,1,335
Malvern,u,592000,S,3/06/2017,5.9,3144,2,1,1,0
Malvern,u,455000,S,3/06/2017,5.9,3144,1,1,1,1112
Melton South,h,355000,S,3/06/2017,29.8,3338,4,2,1,766
Mentone,t,800000,SP,3/06/2017,20,3194,2,1,1,0
Middle Park,h,1850000,PI,3/06/2017,3,3206,3,2,1,321
Mill Park,h,663500,SP,3/06/2017,17.9,3082,3,2,1,991
Mordialloc,u,519000,S,3/06/2017,21.5,3195,1,1,1,0
Mount Waverley,u,720000,S,3/06/2017,14.2,3149,2,1,1,198
Mount Waverley,u,572000,S,3/06/2017,14.2,3149,2,1,1,173
Murrumbeena,u,330000,S,3/06/2017,10.1,3163,1,1,1,0
Murrumbeena,u,602000,S,3/06/2017,10.1,3163,2,1,1,1166
Northcote,h,1232000,S,3/06/2017,5.3,3070,3,1,1,352
Oak Park,u,460000,S,3/06/2017,11.2,3046,2,1,1,106
Oakleigh,h,1245000,S,3/06/2017,12.3,3166,3,1,1,545
Oakleigh East,h,1114000,S,3/06/2017,12.3,3166,2,1,1,703
Oakleigh East,u,740000,S,3/06/2017,12.3,3166,3,1,1,211
Ormond,u,280000,SP,3/06/2017,11.4,3204,1,1,1,821
Ormond,u,485000,SP,3/06/2017,11.4,3204,2,1,1,0
Parkville,u,1770000,S,3/06/2017,1.8,3052,3,2,1,2431
Pascoe Vale,u,630000,S,3/06/2017,8.5,3044,3,1,1,365
Port Melbourne,u,625000,S,3/06/2017,3.5,3207,2,1,1,6830
Port Melbourne,u,665000,SP,3/06/2017,3.5,3207,2,2,1,1472
Preston,u,660000,S,3/06/2017,8.4,3072,3,1,1,234
Preston,h,970000,S,3/06/2017,8.4,3072,3,1,1,345
Preston,u,465000,PI,3/06/2017,8.4,3072,2,1,1,163
Preston,h,990000,S,3/06/2017,8.4,3072,3,1,1,545
Preston,h,972500,S,3/06/2017,8.4,3072,3,1,1,448
Preston,h,955000,S,3/06/2017,8.4,3072,3,1,1,263
Reservoir,h,1040000,S,3/06/2017,12,3073,3,2,1,461
Reservoir,t,521000,S,3/06/2017,12,3073,2,1,1,0
Reservoir,h,857700,SP,3/06/2017,12,3073,3,1,1,325
Richmond,h,1676000,S,3/06/2017,2.4,3121,3,1,1,294
Richmond,h,1301000,S,3/06/2017,2.4,3121,3,1,1,163
Richmond,u,575000,S,3/06/2017,2.4,3121,2,1,1,407
Ringwood East,h,1200000,S,3/06/2017,21.3,3135,4,1,1,833
Rosanna,u,675000,S,3/06/2017,8.9,3084,2,1,1,247
Rowville,h,622000,S,3/06/2017,23.5,3178,3,1,1,372
South Melbourne,u,530000,VB,3/06/2017,1.9,3205,2,1,1,1646
South Yarra,u,800000,SP,3/06/2017,2.7,3141,2,2,1,0
South Yarra,h,2210000,S,3/06/2017,2.7,3141,2,2,1,187
South Yarra,h,1400000,SP,3/06/2017,2.7,3141,3,1,1,136
South Yarra,u,805000,S,3/06/2017,2.7,3141,3,1,1,0
South Yarra,u,2400000,VB,3/06/2017,2.7,3141,3,2,1,0
Southbank,u,422000,S,3/06/2017,0.7,3006,1,1,1,63
Southbank,u,590000,PI,3/06/2017,0.7,3006,2,2,1,0
St Kilda,u,586500,S,3/06/2017,5,3182,2,1,1,3093
St Kilda,u,451000,S,3/06/2017,5,3182,1,1,1,0
Strathmore,h,790000,S,3/06/2017,8.2,3041,2,2,1,213
Thornbury,u,493000,S,3/06/2017,7,3071,2,1,1,0
Thornbury,h,1240000,S,3/06/2017,7,3071,3,1,1,435
Toorak,u,550000,PI,3/06/2017,4.1,3142,1,1,1,0
Toorak,u,751000,SP,3/06/2017,4.1,3142,2,1,1,2076
Toorak,u,682000,S,3/06/2017,4.1,3142,2,1,1,713
Tullamarine,t,355000,S,3/06/2017,12.9,3043,2,1,1,108
Vermont South,u,750000,SP,3/06/2017,17.2,3133,3,2,1,302
Watsonia North,h,655000,SP,3/06/2017,14.5,3087,3,2,1,253
Werribee,h,531000,SP,3/06/2017,14.7,3030,3,2,1,805
Werribee,h,467000,S,3/06/2017,14.7,3030,3,2,1,268
West Footscray,h,1155000,PI,3/06/2017,6.4,3012,3,2,1,342
West Footscray,u,480000,SP,3/06/2017,6.4,3012,2,1,1,1157
West Melbourne,u,792000,S,3/06/2017,3.1,3003,2,1,1,0
Wheelers Hill,h,1408000,S,3/06/2017,16.7,3150,3,2,1,658
Williamstown,h,1900000,S,3/06/2017,6.8,3016,4,2,1,448
Abbotsford,u,480000,S,17/06/2017,3,3067,2,1,1,601
Abbotsford,u,750000,SP,17/06/2017,3,3067,2,1,1,2379
Albion,h,820000,S,17/06/2017,10.5,3020,4,2,1,604
